circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,156.0,47.0,109.0,2.0,1.788834571838379,12
40,404.0,123.0,281.0,2.0,3.427531242370605,6
50,759.0,308.0,451.0,3.0,4.9590232372283936,0
60,1306.0,422.0,884.0,3.0,8.47599172592163,3
70,1810.0,620.0,1190.0,3.0,13.709054470062256,5
80,2703.0,951.0,1752.0,4.0,21.72127866744995,13
90,3448.0,1100.0,2348.0,4.0,36.37476181983948,16
100,4548.0,1576.0,2972.0,5.0,76.73590445518494,3
