circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,136.0,45.0,91.0,2.0,1.7014048099517822,9
40,372.0,121.0,251.0,2.0,3.5095043182373047,4
50,715.0,304.0,411.0,3.0,4.96271824836731,8
60,1252.0,392.0,860.0,3.0,8.484792232513428,1
70,1751.0,595.0,1156.0,3.0,15.44586968421936,8
80,2639.0,947.0,1692.0,4.0,39.50838947296143,12
90,3390.0,1086.0,2304.0,4.0,30.62730479240417,7
100,4447.0,1632.0,2815.0,5.0,38.15410590171814,12
