circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,147.0,52.0,95.0,2.0,1.732043743133545
40,377.0,121.0,256.0,2.0,3.4425477981567383
50,724.0,330.0,394.0,3.0,4.979306221008301
60,1280.0,463.0,817.0,3.0,8.499687194824219
70,1781.0,633.0,1148.0,3.0,13.515736103057861
80,2651.0,900.0,1751.0,4.0,19.577789545059204
90,3394.0,1115.0,2279.0,4.0,32.63056254386902
100,4484.0,1546.0,2938.0,5.0,47.94092774391174
