circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,10867.0,2699.0,8168.0,18.0,586.0166563987732
40,19214.0,4561.0,14653.0,23.0,1130.0647554397583
50,29451.0,7088.0,22363.0,29.0,1907.8523273468018
60,41189.0,10223.0,30966.0,35.0,2985.7031304836273
70,52639.0,13768.0,38871.0,40.0,4303.547377586365
80,65408.0,17600.0,47808.0,46.0,5924.277287721634
90,79398.0,21415.0,57983.0,52.0,7960.77353811264
100,93468.0,26235.0,67233.0,58.0,10370.638049125671
