circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,44.0,0.0,44.0,2.0,48.83662152290344
40,89.0,3.0,86.0,2.0,110.52327752113342
50,169.0,11.0,158.0,3.0,179.46241569519043
60,238.0,32.0,206.0,3.0,249.5521478652954
70,256.0,26.0,230.0,3.0,333.7062439918518
80,343.0,16.0,327.0,4.0,441.2935688495636
90,389.0,28.0,361.0,4.0,487.3246853351593
100,470.0,29.0,441.0,5.0,549.421549320221
