circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,42.0,0.0,42.0,2.0,56.09653043746948,9
40,82.0,0.0,82.0,2.0,92.02844476699828,6
50,152.0,2.0,150.0,3.0,178.79495358467102,7
60,208.0,6.0,202.0,3.0,250.9045534133911,13
70,232.0,2.0,230.0,3.0,335.5330259799957,0
80,321.0,8.0,313.0,4.0,441.9574239253998,4
90,384.0,12.0,372.0,4.0,484.9700746536255,5
100,455.0,27.0,428.0,5.0,599.5496475696564,5
