circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,288.0,10.0,278.0,8.0,5.6983642578125
40,520.0,41.0,479.0,10.0,127.10266208648682
50,747.0,32.0,715.0,12.0,202.97254753112793
60,1042.0,64.0,978.0,14.0,182.65219116210938
70,1312.0,93.0,1219.0,16.0,435.18336963653564
80,1627.0,108.0,1519.0,18.0,330.5072867870331
90,2007.0,204.0,1803.0,20.0,127.86273694038391
100,2373.0,302.0,2071.0,22.0,89.00789165496826
