circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,273.0,2.0,271.0,8.0,4.830602169036865,4
40,480.0,13.0,467.0,10.0,130.9736087322235,6
50,732.0,24.0,708.0,12.0,211.08450317382807,0
60,1001.0,59.0,942.0,14.0,139.45422315597534,13
70,1247.0,47.0,1200.0,16.0,260.02825713157654,4
80,1546.0,95.0,1451.0,18.0,286.92878341674805,8
90,1899.0,161.0,1738.0,20.0,117.0214545726776,15
100,2211.0,189.0,2022.0,22.0,149.8234634399414,13
