circuit_size,std_y_local_reg,std_telegate_cost,std_teledata_cost,std_num_qpu,std_time
30,7.524469885568257,4.929569311285849,5.616560480755712,0.0,0.5811656718587865
40,12.556799059249899,8.167366916757272,6.479732101296713,0.0,8.350993262423485
50,13.47001026245296,10.815294181634364,6.183469424008427,0.0,28.76232017545033
60,15.37090452388384,12.137555826356001,8.439906761557884,0.0,54.594540551564876
70,27.463344554471988,19.551507305282033,14.624270273957316,0.0,143.28137623155376
80,29.315335387624128,16.39514115812277,20.278131432138522,0.0,106.1678780221903
90,29.487784110792493,22.072074451402052,17.149858514250877,0.0,65.40618169529066
100,57.19742784106635,38.180385410120735,28.236397037282483,0.0,30.862420567604143
