circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,505,197,308,7,1.217014074
40,957,401,556,9,2.344386339
50,1540,617,923,12,3.644115686
60,2366,884,1482,14,5.85812974
70,3248,1192,2056,17,8.196758032
80,4464,1629,2835,19,11.62896228
90,5655,1954,3701,22,14.50992417
100,7101,2501,4600,24,19.04059982
