circuit_size,std_y_local_reg,std_telegate_cost,std_teledata_cost,std_num_qpu,std_time
30,9.080072269442612,9.684736323052826,9.222025354225982,0.0,1.471397804201999
40,9.184385726681485,12.118289531797409,16.716494144125683,0.0,2.4067951199044586
50,12.169822314372452,12.423885912888547,15.610035317525005,0.0,4.077053204389233
60,13.118863333513273,12.164584833976306,13.522312715525791,0.0,3.893425866910303
70,16.824837693086142,20.369543457171428,28.383922541177032,0.0,2.366604812206813
80,15.743864870029556,19.062761837910305,21.925378496669605,0.0,10.726351671344359
90,28.876794854099572,25.305518786338915,31.068814619004495,0.0,13.126744516742338
100,23.636476186943508,37.11952959190328,42.74548479767464,0.0,12.386785931358357
