circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,297.0,113.0,184.0,3.0,8.394429206848145,16
40,590.0,187.0,403.0,3.0,13.530941247940063,13
50,1047.0,342.0,705.0,4.0,15.198293209075928,9
60,1673.0,604.0,1069.0,5.0,13.80913233757019,14
70,2375.0,826.0,1549.0,5.0,17.632143259048462,2
80,3269.0,1062.0,2207.0,6.0,52.3319411277771,12
90,4258.0,1385.0,2873.0,7.0,42.10837006568909,15
100,5444.0,1833.0,3611.0,8.0,56.98159313201904,13
