circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,9971.0,2722.0,7249.0,18.0,457.7271077632904
40,17434.0,4707.0,12727.0,23.0,815.0069222450256
50,26390.0,7384.0,19006.0,29.0,1280.301685810089
60,36343.0,10491.0,25852.0,35.0,1849.0592722892761
70,47318.0,14223.0,33095.0,40.0,2535.5315594673157
80,58727.0,17818.0,40909.0,46.0,3307.8962156772614
90,70230.0,22027.0,48203.0,52.0,4187.296019792557
100,83651.0,27192.0,56459.0,58.0,5144.442977190018
