circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,9878.0,2712.0,7166.0,18.0,456.45409870147705
40,17479.0,4782.0,12697.0,23.0,818.6806774139404
50,26403.0,7388.0,19015.0,29.0,1281.739515542984
60,36382.0,10448.0,25934.0,35.0,1847.8137679100037
70,46973.0,14074.0,32899.0,40.0,2528.662158727646
80,58668.0,17862.0,40806.0,46.0,3304.7256808280945
90,70429.0,21867.0,48562.0,52.0,4191.904391050339
100,83869.0,27085.0,56784.0,58.0,5148.5092306137085
