circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,10759.0,6241.0,4518.0,60.0,177.71943187713623
40,19677.0,11588.0,8089.0,80.0,392.70822167396545
50,29952.0,17511.0,12441.0,100.0,664.7502059936523
60,45207.0,26665.0,18542.0,120.0,1122.267650127411
70,61409.0,36116.0,25293.0,140.0,1695.3456618785858
80,81589.0,49118.0,32471.0,160.0,2515.8879091739655
90,102218.0,59813.0,42405.0,180.0,3419.0961945056915
100,127915.0,74515.0,53400.0,200.0,4621.553809404373
