circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,17830.0,8773.0,9057.0,60.0,167.20254111289978
40,31522.0,15936.0,15586.0,80.0,298.9784286022186
50,48287.0,24973.0,23314.0,100.0,468.620201587677
60,67447.0,35537.0,31910.0,120.0,676.7749543190002
70,89364.0,47548.0,41816.0,140.0,930.5055329799652
80,113476.0,61475.0,52001.0,160.0,1208.6559646129608
90,139612.0,77050.0,62562.0,180.0,1527.124383687973
100,168036.0,94316.0,73720.0,200.0,1885.5924890041351
