circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,503.0,235.0,268.0,7.0,9.510347843170166,1
40,948.0,413.0,535.0,9.0,13.060280084609984,10
50,1546.0,663.0,883.0,11.0,28.477625846862797,6
60,2502.0,1022.0,1480.0,13.0,18.377437114715576,11
70,3982.0,1489.0,2493.0,15.0,24.044060945510864,17
80,5982.0,2130.0,3852.0,17.0,29.250145196914676,0
90,7815.0,2669.0,5146.0,19.0,33.40877890586853,10
100,10089.0,3504.0,6585.0,21.0,39.227189779281616,9
