circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,333.0,157.0,176.0,2.0,8.97118616104126,3
40,606.0,214.0,392.0,3.0,13.692330360412598,17
50,1050.0,339.0,711.0,4.0,11.516303539276125,15
60,1961.0,1048.0,913.0,4.0,15.956282377243042,13
70,2356.0,855.0,1501.0,5.0,21.88206958770752,0
80,3286.0,1065.0,2221.0,6.0,48.57054901123047,5
90,5165.0,2641.0,2524.0,6.0,32.204240798950195,6
100,5481.0,1974.0,3507.0,7.0,76.04077482223511,11
