circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,317.0,143.0,174.0,2.0,8.042454242706299,7
40,568.0,194.0,374.0,3.0,14.729684829711914,4
50,1016.0,327.0,689.0,4.0,12.537683725357056,10
60,1900.0,996.0,904.0,4.0,39.3495090007782,17
70,2300.0,804.0,1496.0,5.0,45.39677834510803,10
80,3221.0,1066.0,2155.0,6.0,27.63266634941101,3
90,5087.0,2507.0,2580.0,6.0,32.329216957092285,1
100,5370.0,1974.0,3396.0,7.0,53.048237562179565,1
