circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,485.0,210.0,275.0,8.0,6.076797962188721,4
40,930.0,372.0,558.0,10.0,7.499350547790527,16
50,1508.0,553.0,955.0,13.0,33.82649230957031,2
60,2333.0,868.0,1465.0,15.0,39.5736985206604,4
70,3239.0,1170.0,2069.0,18.0,30.278790950775143,4
80,4400.0,1649.0,2751.0,20.0,34.11844229698181,13
90,5599.0,2042.0,3557.0,23.0,44.40399169921875,8
100,7073.0,2517.0,4556.0,25.0,67.3436222076416,7
