circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,10929.0,6169.0,4760.0,60.0,79.48598647117615
40,19911.0,11347.0,8564.0,80.0,147.88617491722107
50,30527.0,17033.0,13494.0,100.0,221.7837769985199
60,45799.0,26255.0,19544.0,120.0,338.85119819641113
70,62053.0,35403.0,26650.0,140.0,463.9914150238037
80,82813.0,47838.0,34975.0,160.0,626.1197643280029
90,102851.0,59081.0,43770.0,180.0,777.581109046936
100,128535.0,74140.0,54395.0,200.0,970.4459431171417
