circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,5558.0,2095.0,3463.0,10.0,99.5506956577301
40,10344.0,3982.0,6362.0,14.0,196.35864758491516
50,16588.0,6101.0,10487.0,17.0,305.6576437950134
60,32371.0,7114.0,25257.0,20.0,482.92826080322266
70,42761.0,10199.0,32562.0,24.0,678.8986954689026
80,60846.0,12356.0,48490.0,27.0,957.2342011928558
90,86066.0,15226.0,70840.0,30.0,1218.690174818039
100,107806.0,18616.0,89190.0,34.0,1579.7172937393188
