circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,6711.0,3392.0,3319.0,10.0,103.88001298904419
40,13891.0,5665.0,8226.0,13.0,200.22969508171082
50,37957.0,8543.0,29414.0,16.0,318.2266471385956
60,55348.0,12556.0,42792.0,20.0,503.0202217102051
70,71524.0,17280.0,54244.0,23.0,705.8355758190155
80,90348.0,22955.0,67393.0,26.0,991.9075689315796
90,133185.0,28353.0,104832.0,29.0,1248.305900812149
100,238207.0,32191.0,206016.0,32.0,1648.0527820587158
