circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,654.0,0.0,654.0,2.0,2.7717742919921875
40,586.0,208.0,378.0,3.0,5.39434552192688
50,1036.0,358.0,678.0,4.0,8.046122312545776
60,4311.0,0.0,4311.0,4.0,11.12018871307373
70,2330.0,824.0,1506.0,5.0,15.37882399559021
80,3254.0,1041.0,2213.0,6.0,21.29286003112793
90,11204.0,0.0,11204.0,6.0,26.702182292938232
100,5461.0,1969.0,3492.0,7.0,33.11296772956848
