circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,654.0,0.0,654.0,2.0,4.322594881057739,0
40,565.0,206.0,359.0,3.0,16.031562328338623,2
50,1012.0,336.0,676.0,4.0,24.605605840682983,8
60,4311.0,0.0,4311.0,4.0,14.634026288986206,0
70,2317.0,807.0,1510.0,5.0,23.98839926719665,4
80,3207.0,1063.0,2144.0,6.0,38.02586460113525,3
90,11204.0,0.0,11204.0,6.0,33.24723148345947,0
100,5399.0,1999.0,3400.0,7.0,40.795029401779175,6
