circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,292.0,128.0,164.0,3.0,8.898301362991333
40,566.0,213.0,353.0,3.0,16.765498399734497
50,1026.0,358.0,668.0,4.0,26.609590530395508
60,1679.0,649.0,1030.0,5.0,19.650259494781494
70,2325.0,786.0,1539.0,5.0,39.687763929367065
80,3261.0,1066.0,2195.0,6.0,32.26935601234436
90,4309.0,1396.0,2913.0,7.0,64.3428680896759
100,5401.0,1884.0,3517.0,8.0,76.63229894638062
