circuit_size,mean_y_local_reg,mean_telegate_cost,mean_teledata_cost,mean_num_qpu,mean_time
30,283.1666666666667,118.77777777777777,164.38888888888889,3.0,8.244151857164171
40,580.2222222222222,204.94444444444446,375.27777777777777,3.0,13.393155164188808
50,1029.111111111111,344.05555555555554,685.0555555555555,4.0,17.03347447183397
60,1669.111111111111,653.5,1015.6111111111111,5.0,28.760394626193577
70,2331.1666666666665,824.4444444444445,1506.7222222222222,5.0,34.79213686784109
80,3274.1666666666665,1098.7777777777778,2175.3888888888887,6.0,35.06385333008237
90,4268.888888888889,1462.111111111111,2806.777777777778,7.0,52.05584300888909
100,5387.166666666667,1943.388888888889,3443.777777777778,8.0,71.66062667634752
