circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,30969.0,0.0,30969.0,16.0,118.81452488899231
40,19253.0,7642.0,11611.0,22.0,172.27469277381897
50,33622.0,9898.0,23724.0,27.0,203.09303784370422
60,148709.0,0.0,148709.0,32.0,338.29966402053833
70,71631.0,21548.0,50083.0,38.0,426.14789175987244
80,104227.0,25504.0,78723.0,43.0,570.1343097686768
90,346183.0,0.0,346183.0,48.0,730.5279085636139
100,165250.0,40395.0,124855.0,54.0,896.6292080879211
