circuit_size,mean_y_local_reg,mean_telegate_cost,mean_teledata_cost,mean_num_qpu,mean_time
30,511.3333333333333,85.61111111111111,425.72222222222223,7.944444444444445,4.31014699406094
40,942.7222222222222,233.83333333333334,708.8888888888889,10.0,76.17349798149533
50,1477.3333333333333,437.8888888888889,1039.4444444444443,12.0,124.4308555258645
60,1971.7777777777778,641.2777777777778,1330.5,14.0,223.41805369324155
70,2559.1666666666665,993.2777777777778,1565.888888888889,16.0,283.5445949766371
80,3160.0,1364.888888888889,1795.111111111111,18.0,324.2413939767414
90,3913.6666666666665,1914.1666666666667,1999.5,20.0,243.4433411889606
100,4662.777777777777,2459.8888888888887,2202.8888888888887,22.0,469.4254001643923
