circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,384.0,38.0,346.0,8.0,5.437971115112305,15
40,747.0,68.0,679.0,10.0,87.21534395217896,14
50,1085.0,102.0,983.0,13.0,155.74908566474917,1
60,1516.0,149.0,1367.0,15.0,145.46473932266235,2
70,1883.0,189.0,1694.0,18.0,325.90652084350586,11
80,2275.0,228.0,2047.0,20.0,386.0252935886383,4
90,2627.0,240.0,2387.0,23.0,61.044140338897705,9
100,3096.0,345.0,2751.0,25.0,517.1416628360748,9
