circuit_size,mean_y_local_reg,mean_telegate_cost,mean_teledata_cost,mean_num_qpu,mean_time
30,351.3888888888889,20.88888888888889,330.5,8.0,4.939982440736559
40,705.2777777777778,60.888888888888886,644.3888888888889,10.0,78.14770446883307
50,1034.8333333333333,80.33333333333333,954.5,13.0,157.0779393116633
60,1463.5,135.22222222222223,1328.2777777777778,15.0,207.80602649847665
70,1821.111111111111,164.66666666666666,1656.4444444444443,18.0,322.22850921418933
80,2220.0555555555557,224.05555555555554,1996.0,20.0,358.43554442458685
90,2551.3888888888887,244.44444444444446,2306.9444444444443,23.0,292.4725646972656
100,2991.8333333333335,310.72222222222223,2681.1111111111113,25.0,474.7279996474584
