circuit_size,std_y_local_reg,std_telegate_cost,std_teledata_cost,std_num_qpu,std_time
30,15.658633735339636,7.450928792390989,12.27263814584392,0.0,0.4351126332654911
40,21.60556996690373,9.999346383868055,23.369509770812567,0.0,6.105385296531009
50,22.492482404258595,15.126914074316833,19.644637046936822,0.0,1.1840889820977467
60,30.19203245111882,17.206549900463024,21.962014146236136,0.0,36.12547490311364
70,29.233117579189063,15.457722227760087,24.72489153541242,0.0,2.70973232865558
80,39.06024339887147,16.060445463832313,41.89623035127454,0.0,39.396812782049174
90,47.998944705175106,15.95664059521826,42.336845616224494,0.0,187.64341557845268
100,47.19826766511921,24.126640280856133,38.29435358300051,0.0,120.86356911847264
