circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,7327.0,3982.0,3345.0,18.0,83.93878245353699
40,13169.0,7429.0,5740.0,23.0,158.06949853897095
50,20399.0,11171.0,9228.0,29.0,235.3185796737671
60,30622.0,17465.0,13157.0,35.0,358.8996341228485
70,41170.0,23719.0,17451.0,40.0,489.9217267036438
80,54504.0,31849.0,22655.0,46.0,663.7952868938446
90,68084.0,39849.0,28235.0,52.0,828.5066418647766
100,85418.0,49820.0,35598.0,58.0,1025.6659429073334
