circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,5411.0,2182.0,3229.0,10.0,83.01716804504395
40,10088.0,4081.0,6007.0,14.0,155.9737811088562
50,15899.0,6471.0,9428.0,17.0,234.16597843170166
60,24119.0,10466.0,13653.0,20.0,353.45080161094666
70,32924.0,13905.0,19019.0,24.0,487.29678988456726
80,43588.0,18959.0,24629.0,27.0,657.8831355571747
90,55063.0,24162.0,30901.0,30.0,811.8860740661621
100,69244.0,29724.0,39520.0,34.0,1014.8181030750275
