iteration,PG_cost,PGGL_cost
0,11760.0,11760.0
1,8481.0,8474.0
2,7701.0,7679.0
3,7249.0,7294.0
4,6963.0,7024.0
5,6750.0,6806.0
6,6611.0,6649.0
7,6473.0,6534.0
8,6372.0,6439.0
9,6282.0,6334.0
10,6222.0,6269.0
11,6173.0,6200.0
12,6122.0,6152.0
13,6076.0,6108.0
14,6037.0,6053.0
15,6009.0,6013.0
16,5966.0,5971.0
17,5918.0,5946.0
18,5882.0,5912.0
19,5859.0,5885.0
20,5836.0,5866.0
21,5810.0,5832.0
22,5788.0,5812.0
23,5771.0,5796.0
24,5748.0,5782.0
25,5724.0,5756.0
26,5715.0,5740.0
27,5690.0,5722.0
28,5677.0,5712.0
29,5660.0,5689.0
30,5646.0,5678.0
31,5632.0,5660.0
32,5616.0,5647.0
33,5615.0,5635.0
34,5603.0,5633.0
35,5589.0,5614.0
36,5563.0,5605.0
37,5551.0,5590.0
38,5540.0,5573.0
39,5528.0,5556.0
40,5518.0,5553.0
41,5506.0,5540.0
42,5498.0,5538.0
43,5487.0,5522.0
44,5478.0,5513.0
45,5474.0,5498.0
46,5468.0,5490.0
47,5458.0,5480.0
48,5451.0,5477.0
49,5447.0,5477.0
50,5444.0,5472.0
51,5444.0,5464.0
52,5436.0,5453.0
53,5418.0,5440.0
54,5418.0,5430.0
55,5410.0,5432.0
56,5405.0,5432.0
57,5393.0,5425.0
58,5386.0,5422.0
59,5379.0,5420.0
60,5374.0,5416.0
61,5366.0,5405.0
62,5361.0,5403.0
63,5354.0,5397.0
64,5351.0,5393.0
65,5353.0,5391.0
66,5346.0,5392.0
67,5339.0,5382.0
68,5335.0,5378.0
69,5326.0,5368.0
70,5326.0,5366.0
71,5325.0,5363.0
72,5324.0,5356.0
73,5316.0,5358.0
74,5312.0,5355.0
75,5310.0,5345.0
76,5305.0,5343.0
77,5302.0,5334.0
78,5300.0,5335.0
79,5299.0,5330.0
80,5292.0,5324.0
81,5295.0,5324.0
82,5293.0,5315.0
83,5283.0,5314.0
84,5279.0,5311.0
85,5274.0,5307.0
86,5271.0,5308.0
87,5269.0,5305.0
88,5272.0,5300.0
89,5268.0,5297.0
90,5264.0,5290.0
91,5263.0,5291.0
92,5260.0,5286.0
93,5257.0,5279.0
94,5255.0,5271.0
95,5253.0,5265.0
96,5251.0,5266.0
97,5251.0,5264.0
98,5251.0,5270.0
99,5246.0,5264.0
100,5246.0,5263.0
101,5241.0,6517.0
102,5242.0,5813.0
103,5243.0,5608.0
104,5240.0,5535.0
105,5237.0,5485.0
106,5234.0,5449.0
107,5230.0,5418.0
108,5229.0,5391.0
109,5227.0,5373.0
110,5226.0,5360.0
111,5223.0,5338.0
112,5224.0,5334.0
113,5224.0,5330.0
114,5221.0,5307.0
115,5218.0,5308.0
116,5217.0,5295.0
117,5214.0,5283.0
118,5212.0,5272.0
119,5216.0,5271.0
120,5210.0,5260.0
121,5208.0,5254.0
122,5209.0,5248.0
123,5209.0,5236.0
124,5209.0,5240.0
125,5199.0,5235.0
126,5198.0,5231.0
127,5200.0,5223.0
128,5197.0,5220.0
129,5199.0,5217.0
130,5196.0,5212.0
131,5195.0,5209.0
132,5193.0,5201.0
133,5195.0,5197.0
134,5192.0,5188.0
135,5191.0,5190.0
136,5189.0,5186.0
137,5187.0,5186.0
138,5185.0,5178.0
139,5184.0,5179.0
140,5183.0,5173.0
141,5182.0,5168.0
142,5180.0,5172.0
143,5178.0,5168.0
144,5180.0,5169.0
145,5177.0,5168.0
146,5178.0,5163.0
147,5179.0,5165.0
148,5176.0,5162.0
149,5176.0,5159.0
150,5173.0,5158.0
151,5174.0,6531.0
152,5174.0,5750.0
153,5174.0,5587.0
154,5173.0,5487.0
155,5169.0,5410.0
156,5168.0,5373.0
157,5166.0,5346.0
158,5165.0,5315.0
159,5164.0,5291.0
160,5160.0,5269.0
161,5159.0,5255.0
162,5154.0,5242.0
163,5155.0,5229.0
164,5157.0,5224.0
165,5154.0,5219.0
166,5155.0,5213.0
167,5151.0,5208.0
168,5149.0,5193.0
169,5147.0,5188.0
170,5145.0,5178.0
171,5144.0,5168.0
172,5144.0,5170.0
173,5142.0,5162.0
174,5141.0,5162.0
175,5140.0,5146.0
176,5140.0,5143.0
177,5140.0,5133.0
178,5140.0,5130.0
179,5140.0,5131.0
180,5139.0,5128.0
181,5139.0,5124.0
182,5139.0,5128.0
183,5136.0,5121.0
184,5134.0,5122.0
185,5132.0,5119.0
186,5134.0,5112.0
187,5130.0,5105.0
188,5133.0,5102.0
189,5129.0,5097.0
190,5125.0,5096.0
191,5125.0,5092.0
192,5127.0,5085.0
193,5126.0,5083.0
194,5127.0,5080.0
195,5126.0,5073.0
196,5124.0,5070.0
197,5124.0,5071.0
198,5121.0,5069.0
199,5121.0,5061.0
200,5119.0,5059.0
201,5118.0,6439.0
202,5117.0,5649.0
203,5119.0,5403.0
204,5120.0,5333.0
205,5117.0,5277.0
206,5115.0,5233.0
207,5114.0,5209.0
208,5116.0,5195.0
209,5114.0,5178.0
210,5114.0,5162.0
211,5114.0,5157.0
212,5116.0,5142.0
213,5112.0,5134.0
214,5114.0,5124.0
215,5110.0,5114.0
216,5112.0,5103.0
217,5111.0,5092.0
218,5109.0,5087.0
219,5109.0,5081.0
220,5108.0,5082.0
221,5108.0,5066.0
222,5108.0,5062.0
223,5107.0,5054.0
224,5111.0,5053.0
225,5109.0,5050.0
226,5107.0,5045.0
227,5109.0,5034.0
228,5107.0,5029.0
229,5106.0,5024.0
230,5105.0,5024.0
231,5104.0,5024.0
232,5107.0,5018.0
233,5106.0,5016.0
234,5104.0,5013.0
235,5103.0,5006.0
236,5102.0,5006.0
237,5099.0,5008.0
238,5100.0,5010.0
