circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,0.0,0.0,0.0,0.0,0.9290144443511963
40,7.0,0.0,7.0,1.0,1.7293448448181152
50,572.0,159.0,413.0,1.0,2.6335620880126953
60,847.0,223.0,624.0,2.0,4.067988395690918
70,1190.0,342.0,848.0,2.0,5.536967992782593
80,2043.0,550.0,1493.0,2.0,7.5411694049835205
90,2609.0,690.0,1919.0,3.0,9.144397974014282
100,3576.0,997.0,2579.0,4.0,11.595174074172974
