circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,517.0,228.0,289.0,7.0,9.053463459014893,15
40,991.0,445.0,546.0,9.0,16.268054008483887,0
50,1589.0,690.0,899.0,11.0,21.902009963989254,12
60,2483.0,1095.0,1388.0,13.0,19.05001401901245,4
70,3471.0,1491.0,1980.0,15.0,16.5460844039917,2
80,4759.0,2038.0,2721.0,17.0,31.281254291534424,4
90,6059.0,2693.0,3366.0,19.0,31.624373197555546,1
100,7667.0,3302.0,4365.0,21.0,45.79478621482849,8
