circuit_size,mean_y_local_reg,mean_telegate_cost,mean_teledata_cost,mean_num_qpu,mean_time
30,505.22222222222223,212.94444444444446,292.27777777777777,7.0,7.503467162450154
40,964.5,428.05555555555554,536.4444444444445,9.0,13.744710869259304
50,1567.0,682.2222222222222,884.7777777777778,11.0,18.589375416437786
60,2459.5555555555557,1076.6666666666667,1382.888888888889,13.0,26.234385742081535
70,3431.777777777778,1494.111111111111,1937.6666666666667,15.0,26.122335765096878
80,4705.888888888889,2038.388888888889,2667.5,17.0,26.037886447376675
90,6009.388888888889,2616.1666666666665,3393.222222222222,19.0,36.35260377989875
100,7627.944444444444,3309.8333333333335,4318.111111111111,21.0,48.45451554987166
