circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,487.0,211.0,276.0,7.0,9.092092514038086,17
40,951.0,413.0,538.0,9.0,16.065338850021362,3
50,1544.0,685.0,859.0,11.0,17.515628576278687,5
60,2434.0,1041.0,1393.0,13.0,33.398401975631714,13
70,3391.0,1509.0,1882.0,15.0,35.77224397659302,0
80,4672.0,2040.0,2632.0,17.0,26.163988828659058,0
90,5968.0,2596.0,3372.0,19.0,34.586726665496826,7
100,7585.0,3263.0,4322.0,21.0,59.66882824897766,15
