circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,7026.0,797.0,6229.0,10.0,524.9298784732819
40,13179.0,1473.0,11706.0,14.0,984.5584168434143
50,20123.0,2204.0,17919.0,17.0,1611.645697593689
60,26812.0,2896.0,23916.0,20.0,2463.4081511497498
70,34256.0,3796.0,30460.0,24.0,3476.256336927414
80,40980.0,4538.0,36442.0,27.0,4725.038100242615
90,47530.0,5129.0,42401.0,30.0,6271.720673084259
100,55217.0,6134.0,49083.0,34.0,8019.169429540634
