circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,99.0,0.0,99.0,3.0,5.261114597320557,14
40,208.0,0.0,208.0,3.0,75.68566823005676,3
50,328.0,7.0,321.0,4.0,135.3450062274933,8
60,577.0,26.0,551.0,5.0,248.4128057956696,17
70,798.0,27.0,771.0,5.0,221.5766100883484,12
80,881.0,36.0,845.0,6.0,449.7250533103943,10
90,1155.0,45.0,1110.0,7.0,564.5169491767883,4
100,1393.0,59.0,1334.0,8.0,581.7948484420776,17
