circuit_size,mean_y_local_reg,mean_telegate_cost,mean_teledata_cost,mean_num_qpu,mean_time
30,119.16666666666667,1.8888888888888888,117.27777777777777,3.0,4.6671707895067005
40,227.11111111111111,5.833333333333333,221.27777777777777,3.0,78.054588092698
50,376.1111111111111,12.222222222222221,363.8888888888889,4.0,136.82240670257144
60,627.1666666666666,24.333333333333332,602.8333333333334,5.0,246.43521700965033
70,840.3333333333334,37.05555555555556,803.2777777777778,5.0,304.60686186949414
80,985.1666666666666,38.333333333333336,946.8333333333334,6.0,450.69305777549744
90,1191.4444444444443,47.111111111111114,1144.3333333333333,7.0,565.1827880144119
100,1432.2222222222222,61.333333333333336,1370.888888888889,8.0,537.3834963109758
