circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,130.0,4.0,126.0,3.0,4.0271897315979
40,212.0,2.0,210.0,3.0,74.30295515060425
50,371.0,12.0,359.0,4.0,134.18489384651184
60,661.0,17.0,644.0,5.0,245.27939867973328
70,854.0,35.0,819.0,5.0,327.7149465084076
80,970.0,45.0,925.0,6.0,448.1005709171295
90,1216.0,60.0,1156.0,7.0,563.8290636539459
100,1422.0,64.0,1358.0,8.0,590.4313926696777
