circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,128.0,3.0,125.0,3.0,4.628846645355225
40,217.0,7.0,210.0,3.0,76.10826659202576
50,379.0,5.0,374.0,4.0,136.83784079551697
60,615.0,21.0,594.0,5.0,247.1778802871704
70,847.0,36.0,811.0,5.0,328.98744773864746
80,1012.0,42.0,970.0,6.0,452.2363796234131
90,1195.0,49.0,1146.0,7.0,566.8645601272583
100,1432.0,71.0,1361.0,8.0,338.3963351249695
