circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,497.0,220.0,277.0,8.0,2.6188061237335205
40,964.0,393.0,571.0,10.0,8.207026243209839
50,1541.0,574.0,967.0,13.0,37.37363362312317
60,2357.0,850.0,1507.0,15.0,33.01730680465698
70,3250.0,1137.0,2113.0,18.0,28.457601070404053
80,4411.0,1569.0,2842.0,20.0,22.63152265548706
90,5619.0,1894.0,3725.0,23.0,80.37724757194519
100,7076.0,2433.0,4643.0,25.0,47.437339544296265
