circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,494.0,186.0,308.0,8.0,8.328940153121948,5
40,935.0,394.0,541.0,10.0,29.253418684005737,6
50,1496.0,563.0,933.0,13.0,16.831443548202515,7
60,2333.0,868.0,1465.0,15.0,17.852662801742554,9
70,3222.0,1158.0,2064.0,18.0,26.07555174827576,7
80,4380.0,1643.0,2737.0,20.0,26.141562938690186,4
90,5576.0,2001.0,3575.0,23.0,37.885753870010376,13
100,7037.0,2481.0,4556.0,25.0,51.730414152145386,9
