circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,510.0,202.0,308.0,8.0,9.192657947540283,6
40,968.0,364.0,604.0,10.0,12.73388171195984,10
50,1541.0,574.0,967.0,13.0,37.37363362312317,2
60,2370.0,868.0,1502.0,15.0,37.00143718719482,0
70,3284.0,1231.0,2053.0,18.0,27.12094807624817,12
80,4456.0,1578.0,2878.0,20.0,30.545023441314697,6
90,5647.0,2035.0,3612.0,23.0,30.716977834701535,14
100,7110.0,2462.0,4648.0,25.0,42.83065390586853,12
