iteration,PG_cost,PGGL_cost
0,11760.0,11760.0
1,8424.0,8481.0
2,7654.0,7701.0
3,7248.0,7249.0
4,6946.0,6963.0
5,6739.0,6750.0
6,6624.0,6611.0
7,6510.0,6473.0
8,6394.0,6372.0
9,6317.0,6282.0
10,6249.0,6222.0
11,6176.0,6173.0
12,6118.0,6122.0
13,6069.0,6076.0
14,6023.0,6037.0
15,5962.0,6009.0
16,5917.0,5966.0
17,5883.0,5918.0
18,5846.0,5882.0
19,5810.0,5859.0
20,5788.0,5836.0
21,5774.0,5810.0
22,5747.0,5788.0
23,5727.0,5771.0
24,5699.0,5748.0
25,5689.0,5724.0
26,5667.0,5715.0
27,5648.0,5690.0
28,5628.0,5677.0
29,5606.0,5660.0
30,5588.0,5646.0
31,5575.0,5632.0
32,5560.0,5616.0
33,5549.0,5615.0
34,5541.0,5603.0
35,5517.0,5589.0
36,5500.0,5563.0
37,5478.0,5551.0
38,5463.0,5540.0
39,5450.0,5528.0
40,5444.0,5518.0
41,5430.0,5506.0
42,5429.0,5498.0
43,5417.0,5487.0
44,5411.0,5478.0
45,5404.0,5474.0
46,5397.0,5468.0
47,5390.0,5458.0
48,5383.0,5451.0
49,5378.0,5447.0
50,5369.0,5444.0
51,5365.0,5444.0
52,5349.0,5436.0
53,5348.0,5418.0
54,5345.0,5418.0
55,5340.0,5410.0
56,5338.0,5405.0
57,5331.0,5393.0
58,5319.0,5386.0
59,5315.0,5379.0
60,5308.0,5374.0
61,5304.0,5366.0
62,5298.0,5361.0
63,5299.0,5354.0
64,5289.0,5351.0
65,5288.0,5353.0
66,5282.0,5346.0
67,5281.0,5339.0
68,5281.0,5335.0
69,5276.0,5326.0
70,5268.0,5326.0
71,5265.0,5325.0
72,5269.0,5324.0
73,5260.0,5316.0
74,5257.0,5312.0
75,5253.0,5310.0
76,5249.0,5305.0
77,5248.0,5302.0
78,5243.0,5300.0
79,5241.0,5299.0
80,5235.0,5292.0
81,5236.0,5295.0
82,5228.0,5293.0
