circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,5423.0,2209.0,3214.0,10.0,232.5195436477661
40,10022.0,4176.0,5846.0,14.0,433.56695890426636
50,15988.0,6333.0,9655.0,17.0,650.5766479969025
60,24186.0,10502.0,13684.0,20.0,983.8658714294434
70,32940.0,13969.0,18971.0,24.0,1351.182288646698
80,43672.0,19011.0,24661.0,27.0,1825.3612422943115
90,54817.0,24199.0,30618.0,30.0,2242.962749004364
100,69317.0,29867.0,39450.0,34.0,2772.4523639678955
