circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,21359.0,6010.0,15349.0,52.0,75.75841307640076
40,40422.0,11191.0,29231.0,69.0,142.10459876060486
50,58012.0,17236.0,40776.0,86.0,214.25351095199585
60,89125.0,26270.0,62855.0,103.0,322.47259616851807
70,120945.0,35665.0,85280.0,120.0,444.7358241081238
