circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,47.0,0.0,47.0,2.0,3.891305446624756,0
40,89.0,0.0,89.0,2.0,6.669403314590454,8
50,256.0,9.0,247.0,3.0,12.454657554626465,15
60,290.0,6.0,284.0,3.0,59.30984163284302,13
70,415.0,11.0,404.0,3.0,27.95768976211548,15
80,580.0,32.0,548.0,4.0,450.110298871994,4
90,650.0,18.0,632.0,4.0,559.6820845603943,10
100,891.0,44.0,847.0,5.0,679.9698929786682,17
