circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,47.0,0.0,47.0,2.0,3.9840176105499268
40,87.0,0.0,87.0,2.0,6.6183812618255615
50,238.0,8.0,230.0,3.0,15.143640279769897
60,290.0,6.0,284.0,3.0,59.30984163284302
70,381.0,4.0,377.0,3.0,206.09644627571106
80,572.0,23.0,549.0,4.0,454.0559709072113
90,600.0,25.0,575.0,4.0,562.9625203609467
100,805.0,36.0,769.0,5.0,624.7115437984467
