circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,47.0,0.0,47.0,2.0,6.124009370803833,0
40,87.0,0.0,87.0,2.0,11.020906686782835,2
50,165.0,2.0,163.0,3.0,22.849497079849243,12
60,198.0,2.0,196.0,3.0,22.15113067626953,3
70,222.0,2.0,220.0,3.0,298.50423550605774,11
80,309.0,0.0,309.0,4.0,440.2926003932953,6
90,354.0,0.0,354.0,4.0,538.6158401966095,7
100,426.0,5.0,421.0,5.0,584.7346765995026,10
