circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,42.0,0.0,42.0,2.0,11.26355004310608,2
40,83.0,0.0,83.0,2.0,21.91788387298584,1
50,155.0,0.0,155.0,3.0,29.100279331207275,2
60,187.0,0.0,187.0,3.0,17.715169429779053,1
70,210.0,1.0,209.0,3.0,332.5926072597504,4
80,297.0,0.0,297.0,4.0,428.6717824935913,1
90,344.0,0.0,344.0,4.0,532.7059383392334,16
100,419.0,0.0,419.0,5.0,597.9764335155487,11
