circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,10814.0,2717.0,8097.0,18.0,216.6995770931244
40,19285.0,4600.0,14685.0,23.0,414.87173557281494
50,29748.0,7233.0,22515.0,29.0,700.1178143024445
60,41067.0,10184.0,30883.0,35.0,1090.0952541828156
70,52815.0,13633.0,39182.0,40.0,1562.051599264145
80,65588.0,17335.0,48253.0,46.0,2147.6980810165405
90,78953.0,21555.0,57398.0,52.0,2879.596472978592
100,93353.0,26480.0,66873.0,58.0,3754.959947824478
