circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,21359.0,6010.0,15349.0,52.0,81.3084921836853
40,40422.0,11191.0,29231.0,69.0,151.74353766441345
50,58012.0,17236.0,40776.0,86.0,227.30929708480835
60,89125.0,26270.0,62855.0,103.0,344.6241092681885
70,120945.0,35665.0,85280.0,120.0,471.1654043197632
80,160616.0,47998.0,112618.0,138.0,637.2100210189819
90,199973.0,59532.0,140441.0,156.0,792.7837319374084
100,248159.0,74789.0,173370.0,172.0,986.763970375061
