circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,253.0,2.0,251.0,8.0,31.60304832458496,17
40,420.0,3.0,417.0,10.0,125.07682013511658,2
50,658.0,4.0,654.0,13.0,198.59518885612488,13
60,859.0,2.0,857.0,15.0,302.3505938053131,5
70,1105.0,4.0,1101.0,18.0,228.4337136745453,10
80,1306.0,6.0,1300.0,20.0,303.34761595726013,4
90,1543.0,10.0,1533.0,23.0,280.6808934211731,15
100,1742.0,8.0,1734.0,25.0,163.75324153900146,13
