circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,265.0,4.0,261.0,8.0,4.7916131019592285,4
40,441.0,7.0,434.0,10.0,125.40791606903076,4
50,681.0,15.0,666.0,13.0,199.9262742996216,14
60,880.0,12.0,868.0,15.0,304.1426115036011,6
70,1129.0,19.0,1110.0,18.0,228.42686223983765,17
80,1326.0,22.0,1304.0,20.0,127.34614396095276,13
90,1567.0,22.0,1545.0,23.0,248.38084268569943,3
100,1777.0,30.0,1747.0,25.0,155.40364599227905,16
