circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,132.0,6.0,126.0,3.0,4.297581195831299
40,225.0,4.0,221.0,3.0,85.29556202888489
50,889.0,17.0,872.0,4.0,156.71704983711243
60,1421.0,77.0,1344.0,5.0,218.0360391139984
70,1342.0,79.0,1263.0,5.0,317.74698185920715
80,1765.0,98.0,1667.0,6.0,400.9826076030731
90,2005.0,138.0,1867.0,7.0,490.2104995250702
100,2200.0,154.0,2046.0,7.0,498.52266669273376
