circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,743.0,19.0,724.0,3.0,4.273968696594238,7
40,429.0,9.0,420.0,3.0,81.6463623046875,10
50,1115.0,42.0,1073.0,4.0,154.55327606201172,4
60,1544.0,84.0,1460.0,5.0,220.81415557861328,16
70,1534.0,87.0,1447.0,5.0,320.3036377429962,10
80,1794.0,117.0,1677.0,6.0,406.9295699596405,13
90,2250.0,171.0,2079.0,7.0,490.1830115318298,7
100,2200.0,154.0,2046.0,7.0,498.52266669273376,0
