circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,132.0,6.0,126.0,3.0,4.297581195831299,0
40,198.0,0.0,198.0,3.0,73.8727798461914,9
50,444.0,27.0,417.0,4.0,162.82083821296692,1
60,1163.0,65.0,1098.0,5.0,219.7389588356018,4
70,857.0,81.0,776.0,5.0,320.68300199508667,13
80,1139.0,109.0,1030.0,6.0,404.2454533576965,1
90,2005.0,138.0,1867.0,7.0,490.2104995250702,0
100,2010.0,128.0,1882.0,7.0,212.96936345100403,4
