circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,18039.0,9045.0,8994.0,60.0,349.3657777309418
40,32280.0,16054.0,16226.0,80.0,730.1429831981659
50,49728.0,24978.0,24750.0,100.0,1310.8111350536346
60,69202.0,35530.0,33672.0,120.0,2130.1467912197113
70,91155.0,47831.0,43324.0,140.0,3213.0401656627655
80,116076.0,61573.0,54503.0,160.0,4602.481099367142
90,142294.0,77677.0,64617.0,180.0,6352.635637521744
