circuit_size,std_y_local_reg,std_telegate_cost,std_teledata_cost,std_num_qpu,std_time
30,4.807741578430284,6.707960347687202,7.363574011458175,0.0,2.0619045019445505
40,10.058001724637467,8.893156655210662,13.172187971165327,0.0,3.963769728744727
50,0.0,0.0,0.0,0.0,5.878409007021003
60,13.332352905129937,18.592376679387577,20.974696863047438,0.0,11.479252739619607
70,12.358083274611065,24.001361617148394,22.395217159786284,0.0,9.39791185534333
80,14.084827046903243,39.53128156564397,39.9709044507924,0.0,13.764056914609384
90,22.37419440255664,32.56170612671197,37.54509271433627,0.0,14.259940198872687
100,0.0,0.0,0.0,0.0,12.934158898430114
