circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,150.0,62.0,88.0,2.0,8.480649709701538,14
40,405.0,120.0,285.0,2.0,4.815403461456299,15
50,1680.0,0.0,1680.0,2.0,6.030332803726196,0
60,1318.0,484.0,834.0,3.0,13.797255516052246,13
70,1801.0,648.0,1153.0,3.0,38.69137024879456,5
80,2684.0,898.0,1786.0,4.0,28.35894250869751,4
90,3455.0,1153.0,2302.0,4.0,53.6647412776947,14
100,11106.0,0.0,11106.0,4.0,46.61729383468628,0
